CustomerKey,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner
28326,MRS.,CARLA,LOPEZ,1958-05-11,S,F,carla19@learnsector.com,90000,2,Bachelors,Professional,Y
28327,MRS.,TABITHA,SERRANO,1957-12-17,S,F,tabitha37@learnsector.com,70000,1,Partial College,Skilled Manual,N
28328,MR.,KYLE,GREEN,1956-04-22,M,M,kyle42@learnsector.com,80000,2,Partial College,Skilled Manual,Y
28329,MR.,MARCUS,WASHINGTON,1953-06-11,S,M,marcus63@learnsector.com,30000,2,Partial College,Clerical,Y
28330,MR.,CHARLES,BAILEY,1976-02-04,M,M,charles64@learnsector.com,30000,0,High School,Skilled Manual,Y
28331,MS.,COLLEEN,BECK,1976-05-08,M,F,colleen43@learnsector.com,30000,0,High School,Skilled Manual,N
28332,MR.,RYAN,WASHINGTON,1976-06-06,M,M,ryan16@learnsector.com,40000,0,High School,Skilled Manual,Y
28333,MS.,JAIME,JIMENEZ,1980-12-06,M,F,jaime6@learnsector.com,30000,0,High School,Skilled Manual,N
28334,MS.,MARCO,TANARA,1980-11-17,S,F,marco21@learnsector.com,30000,0,High School,Skilled Manual,Y
28335,MS.,REBEKAH,SRINI,1980-09-22,M,F,rebekah8@learnsector.com,30000,0,High School,Skilled Manual,N
28336,MR.,EDWARD,MARTIN,1980-08-03,M,M,edward37@learnsector.com,40000,0,High School,Skilled Manual,Y
28337,MS.,MELISSA,BENNETT,1980-11-15,M,F,melissa20@learnsector.com,40000,0,High School,Skilled Manual,Y
28338,MRS.,KRISTI,VANCE,1937-05-03,M,F,kristi20@learnsector.com,30000,2,Partial College,Clerical,N
28339,MR.,SEAN,EDWARDS,1978-07-22,S,M,sean32@learnsector.com,40000,0,High School,Skilled Manual,N
28340,MR.,LUCAS,BUTLER,1978-06-10,S,M,lucas62@learnsector.com,40000,0,High School,Skilled Manual,N
28341,MR.,JEREMY,WILSON,1978-03-09,S,M,jeremy1@learnsector.com,40000,0,High School,Skilled Manual,Y
28342,MS.,BRIANNA,MURPHY,1978-01-15,M,F,brianna32@learnsector.com,40000,0,High School,Skilled Manual,Y
28343,MS.,SHELBY,MORGAN,1977-07-12,S,F,shelby22@learnsector.com,30000,0,Partial High School,Clerical,N
28344,MR.,ALVIN,ZHU,1977-10-23,S,M,alvin14@learnsector.com,30000,0,Partial High School,Clerical,N
28345,,DIANA,SERRANO,1977-12-24,M,,diana15@learnsector.com,40000,0,High School,Skilled Manual,Y
28346,MR.,EDUARDO,RUSSELL,1979-04-06,S,M,eduardo63@learnsector.com,30000,0,Partial High School,Clerical,N
28347,MS.,LATOYA,ANAND,1979-11-09,S,F,latoya21@learnsector.com,40000,0,High School,Skilled Manual,N
28348,MRS.,NICHOLE,JAI,1939-05-04,S,F,nichole11@learnsector.com,40000,2,Bachelors,Management,Y
28349,MRS.,KRISTI,VAZQUEZ,1939-02-21,S,F,kristi10@learnsector.com,40000,2,Bachelors,Management,N
28350,MRS.,ALISHA,HOLT,1939-03-23,S,F,alisha35@learnsector.com,60000,2,Graduate Degree,Management,N
28351,MR.,DONALD,RODRIGUEZ,1940-07-13,M,M,donald21@learnsector.com,40000,2,Bachelors,Management,Y
28352,MRS.,MEGHAN,SANZ,1943-09-06,S,F,meghan19@learnsector.com,40000,2,Bachelors,Management,N
28353,MRS.,SUMMER,KAPOOR,1943-01-14,S,F,summer1@learnsector.com,40000,2,Bachelors,Management,N
28354,MR.,IAN,WILSON,1965-06-22,S,M,ian8@learnsector.com,40000,0,Bachelors,Professional,N
28355,MR.,CARLOS,JAMES,1965-09-14,S,M,carlos9@learnsector.com,40000,0,Bachelors,Professional,Y
28356,MR.,BLAKE,GONZALEZ,1965-01-03,M,M,blake35@learnsector.com,50000,3,Bachelors,Skilled Manual,Y
28357,MRS.,DANIELLE,HOWARD,1965-10-02,S,F,danielle13@learnsector.com,50000,3,Bachelors,Skilled Manual,N
28358,MR.,AUSTIN,POWELL,1965-02-06,M,M,austin4@learnsector.com,50000,3,Bachelors,Skilled Manual,Y
28359,MRS.,MADISON,ANDERSON,1965-07-18,M,F,madison10@learnsector.com,50000,3,Bachelors,Skilled Manual,Y
28360,MR.,ISAIAH,ADAMS,1965-03-07,M,M,isaiah38@learnsector.com,50000,4,Bachelors,Skilled Manual,Y
28361,MS.,KAYLA,WILSON,1965-09-26,M,F,kayla7@learnsector.com,60000,0,Graduate Degree,Professional,N
28362,MS.,KAYLEE,SANCHEZ,1965-05-13,S,F,kaylee24@learnsector.com,60000,0,Graduate Degree,Professional,N
28363,MS.,SAVANNAH,TRAVERS,1965-02-19,S,F,savannah12@learnsector.com,60000,0,Graduate Degree,Professional,N
28364,MS.,ALISON,NARA,1968-02-09,M,F,alison17@learnsector.com,40000,0,Graduate Degree,Clerical,Y
28365,MS.,STACEY,ZHAO,1968-06-11,M,F,stacey11@learnsector.com,40000,0,Graduate Degree,Clerical,Y
28366,MR.,DALTON,RIVERA,1967-05-14,S,M,dalton78@learnsector.com,10000,3,High School,Manual,Y
28367,MR.,JEROME,JOHNSEN,1967-11-03,S,M,jerome5@learnsector.com,20000,1,Partial College,Manual,N
28368,MR.,FERNANDO,BUTLER,1967-04-20,S,M,fernando57@learnsector.com,20000,1,Partial College,Manual,N
28369,MRS.,CAROLYN,MORENO,1967-09-11,S,F,carolyn27@learnsector.com,20000,1,High School,Manual,Y
28370,MR.,EDDIE,GUTIERREZ,1967-10-05,S,M,eddie11@learnsector.com,30000,1,Bachelors,Clerical,N
28371,MRS.,MANDY,LIANG,1967-05-14,S,F,mandy18@learnsector.com,30000,1,Bachelors,Clerical,N
28372,MR.,VINCENT,HU,1967-11-14,S,M,vincent20@learnsector.com,30000,1,Bachelors,Clerical,N
28373,MR.,SHANE,LOPEZ,1966-09-25,S,M,shane19@learnsector.com,10000,4,Partial High School,Manual,N
28374,MR.,RUBEN,VANCE,1966-02-15,M,M,ruben4@learnsector.com,10000,4,Partial High School,Manual,Y
28375,MRS.,KATHLEEN,DIAZ,1966-11-11,S,F,kathleen4@learnsector.com,20000,1,High School,Manual,N
28376,MR.,EUGENE,CHEN,1967-08-10,S,M,eugene6@learnsector.com,40000,0,Bachelors,Clerical,N
28377,MR.,WALTER,ORTEGA,1967-04-07,M,M,walter15@learnsector.com,40000,0,Bachelors,Clerical,N
28378,MRS.,SARA,SANCHEZ,1966-06-09,S,F,sara29@learnsector.com,20000,2,High School,Manual,N
28380,MRS.,LINDSAY,GOEL,1965-04-02,S,F,lindsay19@learnsector.com,10000,5,Partial High School,Manual,N
28381,MR.,CEDRIC,TANG,1965-04-24,S,M,cedric26@learnsector.com,20000,2,High School,Manual,N
28382,MR.,ROBERTO,ORTEGA,1965-03-10,M,M,roberto20@learnsector.com,20000,2,High School,Manual,Y
28383,MRS.,LACEY,ZHOU,1965-11-27,S,F,lacey21@learnsector.com,20000,2,High School,Manual,Y
28384,MRS.,TAMARA,XIE,1965-05-04,M,F,tamara14@learnsector.com,30000,1,Bachelors,Skilled Manual,Y
28385,MRS.,CASSIE,DENG,1965-03-19,M,F,cassie1@learnsector.com,30000,1,Bachelors,Skilled Manual,Y
28386,MR.,SERGIO,SUBRAM,1964-03-20,M,M,sergio13@learnsector.com,10000,5,Partial High School,Manual,Y
28387,MR.,ROBERTO,ALVAREZ,1964-09-03,M,M,roberto4@learnsector.com,10000,5,Partial High School,Manual,Y
28388,MRS.,SHEILA,ROWE,1964-02-10,S,F,sheila19@learnsector.com,10000,3,Partial High School,Manual,Y
28389,MRS.,RACHAEL,MARTINEZ,1964-12-18,S,F,rachael16@learnsector.com,20000,3,High School,Manual,N
28390,MR.,FREDERICK,SURI,1964-02-04,S,M,frederick0@learnsector.com,20000,3,High School,Manual,N
28391,MRS.,MONIQUE,JIMENEZ,1964-09-17,M,F,monique1@learnsector.com,30000,1,Bachelors,Skilled Manual,N
28392,MR.,LUKE,GREEN,1933-06-20,M,M,luke45@learnsector.com,30000,1,Bachelors,Skilled Manual,Y
28393,MR.,RAMON,ZHENG,1966-07-07,S,M,ramon17@learnsector.com,40000,0,Bachelors,Professional,Y
28394,MS.,ALISHA,ZHANG,1966-03-04,M,F,alisha0@learnsector.com,40000,0,Bachelors,Professional,N
28395,MR.,SHANNON,DOMINGUEZ,1966-12-28,S,M,shannon34@learnsector.com,40000,0,Bachelors,Professional,N
28396,MS.,REBEKAH,MUNOZ,1966-08-20,S,F,rebekah27@learnsector.com,40000,0,Bachelors,Professional,Y
28397,MS.,CYNTHIA,RANA,1966-06-11,M,F,cynthia16@learnsector.com,40000,0,Bachelors,Professional,N
28398,MR.,SHAWN,LAL,1963-05-02,S,M,shawn10@learnsector.com,30000,2,Partial College,Clerical,N
28399,MR.,DALE,DENG,1963-07-19,M,M,dale1@learnsector.com,30000,2,Partial College,Clerical,Y
28400,MR.,CEDRIC,ANAND,1963-02-23,S,M,cedric40@learnsector.com,30000,2,Partial College,Clerical,Y
28401,MRS.,MARIA,ALEXANDER,1965-04-12,S,F,maria40@learnsector.com,30000,2,Partial College,Clerical,Y
28402,MRS.,KRISTIN,KUMAR,1965-05-26,S,F,kristin10@learnsector.com,30000,2,Partial College,Clerical,N
28403,MRS.,JACLYN,SHARMA,1965-09-17,M,F,jaclyn33@learnsector.com,40000,1,Bachelors,Skilled Manual,Y
28404,MRS.,WHITNEY,RAMAN,1964-05-13,M,F,whitney11@learnsector.com,30000,2,Partial College,Clerical,Y
28405,MR.,ERICK,MALHOTRA,1964-04-10,M,M,erick4@learnsector.com,40000,1,Bachelors,Skilled Manual,Y
28406,MR.,GERALD,SRINI,1963-03-23,M,M,gerald38@learnsector.com,30000,2,Partial College,Clerical,Y
28407,MRS.,EMMA,MILLER,1963-10-28,S,F,emma5@learnsector.com,30000,3,Partial College,Clerical,N
28408,MS.,TASHA,LAL,1978-12-10,S,F,tasha9@learnsector.com,20000,0,High School,Manual,N
28409,MS.,BONNIE,RAI,1977-09-15,M,F,bonnie23@learnsector.com,20000,0,High School,Manual,N
28410,MS.,CHERYL,GILL,1977-04-21,M,F,cheryl16@learnsector.com,20000,0,High School,Manual,N
28411,MR.,JAY,RODRIGUEZ,1977-06-16,S,M,jay26@learnsector.com,20000,0,High School,Manual,Y
28412,MR.,WALTER,VAZQUEZ,1977-08-08,S,M,walter8@learnsector.com,20000,0,High School,Manual,N
28413,MR.,DALTON,MARTINEZ,1976-12-03,M,M,dalton16@learnsector.com,10000,0,Partial High School,Manual,Y
28414,MR.,BRADLEY,LUO,1978-06-20,S,M,bradley8@learnsector.com,30000,3,Partial College,Clerical,N
28415,MRS.,MELISSA,ROGERS,1963-12-20,M,F,melissa42@learnsector.com,40000,1,Bachelors,Skilled Manual,Y
28416,MR.,ROGER,BLACK,1963-12-20,M,M,roger48@learnsector.com,40000,1,Bachelors,Skilled Manual,Y
28417,MRS.,ASHLEE,LAL,1962-08-18,M,F,ashlee15@learnsector.com,40000,1,Bachelors,Skilled Manual,Y
28418,MRS.,KELLI,ZHU,1962-02-24,M,F,kelli15@learnsector.com,40000,1,Bachelors,Skilled Manual,Y
28419,MRS.,CHERYL,SUAREZ,1962-02-14,M,F,cheryl22@learnsector.com,40000,1,Bachelors,Skilled Manual,Y
28420,MRS.,TRACY,CHAPMAN,1962-10-09,M,F,tracy15@learnsector.com,40000,1,Bachelors,Skilled Manual,Y
28421,MRS.,MONICA,GONZALEZ,1978-08-15,S,F,monica18@learnsector.com,30000,3,Partial College,Clerical,N
28422,MRS.,JOY,MOYER,1977-06-07,S,F,joy8@learnsector.com,30000,5,Partial College,Clerical,N
28423,MR.,VICTOR,ORTEGA,1977-11-22,S,M,victor22@learnsector.com,30000,0,Partial College,Clerical,N
28424,,NEIL,ROMERO,1977-01-20,S,,neil8@learnsector.com,30000,0,Partial College,Clerical,N
28425,MR.,GILBERT,NARA,1977-09-21,S,M,gilbert36@learnsector.com,30000,0,Partial College,Clerical,Y
28426,MR.,MELVIN,XIE,1977-08-18,S,M,melvin3@learnsector.com,30000,0,Partial College,Clerical,N
28427,MS.,YOLANDA,DENG,1977-10-04,S,F,yolanda1@learnsector.com,30000,0,Partial College,Clerical,N
28428,MS.,EBONY,ALVAREZ,1977-09-06,S,F,ebony27@learnsector.com,30000,0,Partial College,Clerical,Y
28429,MR.,DEVIN,BELL,1976-09-07,S,M,devin81@learnsector.com,20000,0,High School,Manual,N
28430,MR.,ARMANDO,SUAREZ,1975-02-06,M,M,armando19@learnsector.com,10000,0,Partial High School,Manual,Y
28431,MR.,TYRONE,SANZ,1975-11-23,M,M,tyrone19@learnsector.com,10000,0,Partial High School,Manual,N
28432,MR.,BRUCE,CARLSON,1975-06-24,S,M,bruce39@learnsector.com,20000,0,High School,Manual,N
28433,MS.,DEBORAH,SHEN,1976-05-25,S,F,deborah6@learnsector.com,20000,0,High School,Manual,N
28434,MR.,BRIAN,LAUER,1976-02-02,S,M,brian10@learnsector.com,30000,0,Partial College,Clerical,Y
28435,MR.,EDWIN,LIU,1976-11-04,M,M,edwin4@learnsector.com,30000,0,Partial College,Clerical,N
28436,MR.,DERRICK,CARLSON,1976-01-06,S,M,derrick17@learnsector.com,30000,0,Partial College,Clerical,N
28437,MS.,MARY,SMITH,1976-05-14,S,F,mary10@learnsector.com,30000,0,Partial College,Clerical,Y
28438,MS.,HEIDI,SANCHEZ,1976-02-07,S,F,heidi23@learnsector.com,30000,0,Partial College,Clerical,N
28439,MS.,OLIVIA,GRAY,1975-12-11,S,F,olivia41@learnsector.com,20000,0,Partial High School,Manual,N
28440,MS.,ALLISON,RAMIREZ,1975-05-06,S,F,allison5@learnsector.com,20000,0,Partial High School,Manual,Y
28441,MR.,PETER,NATH,1974-10-16,S,M,peter23@learnsector.com,10000,0,Partial High School,Manual,N
28442,MR.,PHILLIP,PRASAD,1974-11-05,S,M,phillip10@learnsector.com,20000,0,Partial High School,Manual,N
28443,MR.,ALFREDO,DOMINGUEZ,1975-12-18,S,M,alfredo14@learnsector.com,30000,0,Partial College,Clerical,N
28444,MR.,PEDRO,SAI,1975-11-19,S,M,pedro6@learnsector.com,30000,0,Partial College,Clerical,N
28445,MR.,SHAUN,SHE,1975-12-19,S,M,shaun2@learnsector.com,30000,0,Partial College,Clerical,N
28447,MR.,DALTON,WALKER,1973-06-05,S,M,dalton22@learnsector.com,10000,0,Partial High School,Manual,Y
28448,MS.,KATHERINE,CAMPBELL,1973-11-05,M,F,katherine55@learnsector.com,10000,0,Partial High School,Manual,Y
28449,MR.,JARRED,GILL,1970-10-01,M,M,jarred1@learnsector.com,10000,0,Graduate Degree,Manual,Y
28450,MR.,NELSON,MARTIN,1962-02-14,S,M,nelson0@learnsector.com,10000,1,Bachelors,Manual,N
28451,MRS.,NICHOLE,CHANDER,1962-04-08,M,F,nichole15@learnsector.com,20000,1,Graduate Degree,Manual,N
28452,MRS.,ALEXANDRA,YOUNG,1961-03-11,S,F,alexandra91@learnsector.com,10000,1,Bachelors,Manual,N
28453,MRS.,VALERIE,LIN,1961-09-01,M,F,valerie9@learnsector.com,10000,1,Bachelors,Manual,Y
28454,MRS.,SHAWNA,SIMPSON,1961-09-05,M,F,shawna2@learnsector.com,10000,1,Bachelors,Manual,Y
28455,MR.,RAYMOND,SARA,1961-06-06,M,M,raymond12@learnsector.com,10000,1,Bachelors,Manual,N
28456,MR.,TODD,XU,1961-06-21,M,M,todd11@learnsector.com,20000,1,Graduate Degree,Clerical,Y
28457,MR.,BRUCE,GONZALEZ,1935-01-10,S,M,bruce18@learnsector.com,10000,1,Graduate Degree,Clerical,N
28458,MRS.,CASEY,SHE,1962-09-06,S,F,casey0@learnsector.com,30000,4,Graduate Degree,Clerical,Y
28459,MRS.,DANA,MUÑOZ,1958-05-14,M,F,dana23@learnsector.com,20000,1,Graduate Degree,Clerical,N
28460,MR.,NATHAN,POWELL,1958-04-06,M,M,nathan4@learnsector.com,20000,1,Bachelors,Manual,Y
28461,MR.,JOE,DOMINGUEZ,1957-09-17,M,M,joe36@learnsector.com,10000,1,Partial College,Manual,Y
28462,MRS.,KENDRA,SERRANO,1957-03-22,M,F,kendra16@learnsector.com,10000,1,Partial College,Manual,N
28463,MR.,EMMANUEL,ARUN,1957-06-13,S,M,emmanuel6@learnsector.com,10000,1,Partial College,Manual,Y
28464,MR.,EDDIE,HERNANDEZ,1956-11-05,M,M,eddie4@learnsector.com,10000,2,Partial College,Manual,Y
28465,MRS.,WENDY,SERRANO,1956-09-17,M,F,wendy15@learnsector.com,20000,1,Bachelors,Clerical,Y
28466,MR.,MARCO,CHANDRA,1956-09-21,S,M,marco2@learnsector.com,20000,1,Bachelors,Clerical,Y
28467,MRS.,TASHA,TANG,1955-12-02,M,F,tasha4@learnsector.com,10000,2,Partial College,Manual,Y
28468,MRS.,MELODY,HARRISON,1955-01-03,M,F,melody11@learnsector.com,10000,2,Partial College,Manual,Y
28469,MRS.,MORGAN,GREEN,1955-04-04,M,F,morgan11@learnsector.com,10000,2,Partial College,Manual,Y
28470,MRS.,TAMARA,TANG,1954-02-19,M,F,tamara15@learnsector.com,10000,2,Partial College,Manual,N
28471,MR.,PHILLIP,SULLIVAN,1954-08-24,S,M,phillip14@learnsector.com,10000,2,Partial College,Manual,N
28472,MRS.,KELLIE,RAMOS,1938-07-14,M,F,kellie16@learnsector.com,20000,1,Bachelors,Clerical,Y
28473,MR.,BRUCE,RODRIGUEZ,1939-10-24,S,M,bruce19@learnsector.com,20000,1,Bachelors,Clerical,N
28474,MR.,TERRENCE,NARA,1940-07-22,S,M,terrence17@learnsector.com,20000,1,Bachelors,Clerical,Y
28475,MR.,BRUCE,RAMOS,1941-11-06,S,M,bruce38@learnsector.com,10000,2,Partial College,Manual,N
28476,MR.,BRADLEY,XIE,1941-12-10,S,M,bradley5@learnsector.com,10000,2,Partial College,Manual,N
28477,MR.,KENNETH,TANG,1941-03-09,M,M,kenneth4@learnsector.com,30000,1,Bachelors,Clerical,Y
28478,MRS.,RILEY,LONG,1943-10-16,S,F,riley7@learnsector.com,10000,3,Partial College,Manual,Y
28479,MR.,MARVIN,GOMEZ,1980-07-06,S,M,marvin1@learnsector.com,10000,0,Partial College,Manual,N
28480,MR.,ARTHUR,VAZQUEZ,1980-08-28,S,M,arthur39@learnsector.com,10000,0,Partial College,Manual,Y
28481,MS.,KRISTINE,MORENO,1979-01-15,M,F,kristine7@learnsector.com,10000,0,Partial College,Manual,Y
28482,MR.,JAIME,SHE,1978-06-02,S,M,jaime24@learnsector.com,10000,0,Partial College,Manual,N
28483,MRS.,TARA,RAJE,1976-04-24,S,F,tara14@learnsector.com,10000,1,High School,Manual,Y
28484,MR.,HAROLD,RAMAN,1979-09-13,M,M,harold9@learnsector.com,20000,0,Bachelors,Clerical,N
28485,MS.,BIANCA,WU,1978-02-02,S,F,bianca6@learnsector.com,20000,0,Bachelors,Clerical,Y
28486,MS.,REBEKAH,CHANDRA,1978-08-10,M,F,rebekah2@learnsector.com,20000,0,Bachelors,Clerical,N
28487,MR.,GERALD,GILL,1978-03-10,S,M,gerald22@learnsector.com,20000,0,Bachelors,Clerical,Y
28488,MR.,REGINALD,TRAVERS,1977-06-11,S,M,reginald19@learnsector.com,20000,0,Partial College,Manual,Y
28489,MR.,JEFFERY,ZHU,1943-08-27,S,M,jeffery14@learnsector.com,20000,2,Partial College,Manual,N
28490,MRS.,KRISTA,RAMOS,1943-09-21,S,F,krista16@learnsector.com,20000,2,Partial College,Manual,N
28491,MRS.,CASSIE,JAI,1961-04-22,S,F,cassie10@learnsector.com,20000,1,Partial College,Manual,N
28492,MRS.,BETHANY,TANG,1961-07-05,M,F,bethany7@learnsector.com,30000,4,Graduate Degree,Clerical,N
28493,MRS.,MORGAN,WILSON,1961-11-21,M,F,morgan30@learnsector.com,30000,4,Graduate Degree,Clerical,Y
28494,MR.,ROSS,MARTINEZ,1961-10-26,S,M,ross17@learnsector.com,30000,4,Graduate Degree,Clerical,N
28495,MRS.,CATHERINE,MORGAN,1960-11-19,S,F,catherine19@learnsector.com,10000,1,High School,Manual,N
28496,MR.,ADAM,SHAN,1960-08-08,S,M,adam27@learnsector.com,10000,1,High School,Manual,Y
28497,MR.,ALVIN,YANG,1960-11-09,S,M,alvin6@learnsector.com,20000,1,Partial College,Manual,N
28498,MRS.,TABITHA,RUIZ,1959-11-04,S,F,tabitha21@learnsector.com,10000,1,High School,Manual,N
28499,MRS.,LYDIA,SRINI,1959-07-12,S,F,lydia7@learnsector.com,20000,2,Partial College,Manual,Y
28500,MR.,JERMAINE,GONZALEZ,1959-11-16,S,M,jermaine17@learnsector.com,20000,2,Partial College,Manual,N
28501,MR.,GERALD,PEREZ,1959-04-09,S,M,gerald7@learnsector.com,20000,2,Partial College,Manual,N
28502,MRS.,DOMINIQUE,JORDAN,1959-11-10,S,F,dominique1@learnsector.com,20000,2,Partial College,Manual,N
28503,MR.,JAY,SANZ,1959-09-10,S,M,jay50@learnsector.com,30000,3,Graduate Degree,Clerical,Y
28504,MR.,REGINALD,GOMEZ,1958-09-25,S,M,reginald9@learnsector.com,20000,2,Partial College,Manual,N
28505,MRS.,BARBARA,XIE,1958-08-03,M,F,barbara34@learnsector.com,30000,1,Graduate Degree,Clerical,N
28507,MRS.,DEANNA,SURI,1959-08-06,M,F,deanna3@learnsector.com,30000,3,Bachelors,Clerical,Y
28508,MS.,JAIME,ROMERO,1959-10-17,M,F,jaime10@learnsector.com,30000,0,Bachelors,Clerical,Y
28509,MS.,AUDREY,DIAZ,1959-02-19,S,F,audrey4@learnsector.com,30000,0,Bachelors,Clerical,Y
28510,MR.,GREGORY,ANDERSEN,1959-03-23,S,M,gregory16@learnsector.com,30000,0,Bachelors,Clerical,Y
28511,MR.,CHASE,RIVERA,1970-03-17,S,M,chase17@learnsector.com,20000,0,Partial College,Manual,N
28512,MR.,DWAYNE,ALONSO,1970-12-11,S,M,dwayne7@learnsector.com,20000,0,Partial College,Manual,N
28513,MS.,MOLLY,FERNANDEZ,1970-07-24,M,F,molly14@learnsector.com,20000,0,Partial College,Manual,N
28514,MRS.,LISA,CHEN,1969-11-06,S,F,lisa5@learnsector.com,10000,2,High School,Manual,N
28515,MR.,TONY,LAL,1969-12-27,M,M,tony11@learnsector.com,10000,2,High School,Manual,Y
28516,MR.,VINCENT,LIN,1970-04-13,S,M,vincent7@learnsector.com,30000,0,Bachelors,Clerical,N
28517,MR.,TROY,GONZALEZ,1969-07-26,S,M,troy20@learnsector.com,20000,0,Partial College,Manual,N
28518,MS.,TAMMY,SANCHEZ,1969-11-17,S,F,tammy21@learnsector.com,30000,0,Bachelors,Clerical,N
28519,MR.,JÉSUS,RAMOS,1969-10-15,M,M,jésus16@learnsector.com,30000,1,Bachelors,Clerical,Y
28520,MS.,SUSAN,LIANG,1969-05-04,M,F,susan27@learnsector.com,40000,0,Graduate Degree,Clerical,Y
28521,MR.,BRADLEY,TANG,1969-09-15,S,M,bradley6@learnsector.com,40000,0,Graduate Degree,Clerical,N
28522,MS.,ROSA,MA,1969-07-07,M,F,rosa15@learnsector.com,60000,0,Graduate Degree,Skilled Manual,Y
28523,MR.,CHARLES,JAMES,1969-09-01,S,M,charles46@learnsector.com,60000,0,Graduate Degree,Skilled Manual,Y
28524,MS.,PAULA,GILL,1969-08-09,M,F,paula16@learnsector.com,60000,0,Graduate Degree,Skilled Manual,Y
28525,MR.,DOMINIC,RODRIGUEZ,1952-04-11,S,M,dominic20@learnsector.com,20000,2,Partial College,Manual,N
28526,MR.,LUKE,YANG,1953-09-07,S,M,luke16@learnsector.com,10000,2,High School,Manual,Y
28527,MR.,DWAYNE,RUBIO,1968-06-21,S,M,dwayne19@learnsector.com,10000,2,High School,Manual,N
28528,MRS.,TASHA,CHANDE,1968-06-19,M,F,tasha15@learnsector.com,20000,1,Partial College,Manual,N
28529,MRS.,TARA,CHANDE,1968-08-06,S,F,tara15@learnsector.com,20000,1,Partial College,Manual,Y
28530,MR.,GAVIN,POWELL,1968-09-15,S,M,gavin8@learnsector.com,20000,1,Partial College,Manual,N
28531,MR.,JARED,REED,1968-06-11,S,M,jared22@learnsector.com,30000,1,Bachelors,Clerical,N
28532,MR.,TONY,XIE,1968-06-12,M,M,tony6@learnsector.com,30000,1,Bachelors,Clerical,Y
28533,MR.,CLAYTON,SUN,1965-12-04,S,M,clayton12@learnsector.com,60000,3,Bachelors,Professional,Y
28534,MRS.,SABRINA,ROMERO,1965-05-06,M,F,sabrina6@learnsector.com,60000,3,Bachelors,Professional,N
28535,MS.,LESLIE,FERRIER,1968-10-01,S,F,leslie9@learnsector.com,70000,0,Bachelors,Professional,Y
28536,MRS.,MARTHA,GUO,1964-02-15,M,F,martha17@learnsector.com,60000,3,Bachelors,Professional,Y
28537,MR.,CHRISTIAN,HAYES,1926-07-16,S,M,christian9@learnsector.com,50000,1,Bachelors,Professional,N
28538,MR.,JEROME,SANZ,1973-05-19,S,M,jerome19@learnsector.com,10000,0,Partial High School,Manual,N
28539,MS.,BARBARA,ZHOU,1973-05-08,S,F,barbara18@learnsector.com,10000,0,Partial High School,Manual,N
28540,MS.,LEAH,ZHANG,1974-11-26,M,F,leah0@learnsector.com,30000,0,Partial College,Clerical,N
28541,MS.,ISABELLA,PEREZ,1974-03-04,S,F,isabella42@learnsector.com,30000,0,Partial College,Clerical,N
28542,MS.,MARTHA,ZHAO,1974-02-18,S,F,martha10@learnsector.com,30000,0,Partial College,Clerical,Y
28543,MR.,ROGER,YE,1974-10-09,S,M,roger14@learnsector.com,30000,0,Partial College,Clerical,N
28544,MR.,NICOLAS,SHAN,1974-04-18,S,M,nicolas8@learnsector.com,30000,0,Partial College,Clerical,N
28545,MR.,MICHEAL,RAMOS,1980-09-17,M,M,micheal13@learnsector.com,20000,0,Partial High School,Manual,Y
28546,MS.,ALISHA,XU,1980-08-26,M,F,alisha12@learnsector.com,20000,0,Partial High School,Manual,Y
28547,MS.,APRIL,SHEN,1980-12-07,S,F,april2@learnsector.com,20000,0,Partial High School,Manual,N
28548,MS.,KRISTA,ORTEGA,1980-11-17,S,F,krista20@learnsector.com,20000,0,Partial High School,Manual,N
28549,MRS.,LYDIA,SUBRAM,1974-07-25,M,F,lydia12@learnsector.com,40000,1,Bachelors,Skilled Manual,Y
28550,MR.,WAYNE,ANDERSEN,1972-12-19,S,M,wayne15@learnsector.com,10000,0,Partial High School,Manual,Y
28551,MR.,WARREN,XU,1972-12-12,S,M,warren11@learnsector.com,10000,0,Partial High School,Manual,Y
28552,MS.,HOLLY,SUBRAM,1972-10-14,S,F,holly12@learnsector.com,20000,0,Partial High School,Manual,N
28553,MRS.,SABRINA,SERRANO,1973-01-22,M,F,sabrina10@learnsector.com,40000,1,Bachelors,Skilled Manual,Y
28554,MRS.,NATALIE,SANDERS,1973-11-03,M,F,natalie24@learnsector.com,40000,1,Bachelors,Skilled Manual,Y
28555,MRS.,MONIQUE,SERRANO,1973-12-07,M,F,monique13@learnsector.com,40000,1,Bachelors,Skilled Manual,Y
28556,MRS.,ISABEL,GONZALES,1973-06-20,M,F,isabel16@learnsector.com,40000,1,Bachelors,Skilled Manual,Y
28557,MR.,CASEY,ALVAREZ,1973-11-14,M,M,casey28@learnsector.com,40000,1,Bachelors,Skilled Manual,Y
28558,MS.,DAWN,STONE,1972-03-01,S,F,dawn24@learnsector.com,20000,0,Partial High School,Manual,N
28559,MR.,BILLY,GUTIERREZ,1972-07-27,M,M,billy12@learnsector.com,30000,0,High School,Manual,N
28560,MS.,PEGGY,SMITH,1972-06-04,S,F,peggy1@learnsector.com,30000,0,High School,Manual,Y
28561,MR.,CARLOS,KELLY,1971-10-15,S,M,carlos4@learnsector.com,10000,0,Partial High School,Manual,N
